name,salary_from,salary_to,salary_currency,area_name,published_at
Старший механик комплекса по производству компонентов взрывчатых веществ «участок Березовский»,96500,,RUR,Киселевск,2022-12-22T06:48:37+0300
Токарь,45000,,RUR,Челябинск,2022-12-22T06:48:04+0300
Руководитель проекта,,,,Красноярск,2022-12-22T07:02:34+0300
Токарь-универсал,40000,60000,RUR,Томск,2022-12-22T06:38:19+0300
Капитан-механик (скоростник),150000,,RUR,Омск,2022-12-22T07:40:03+0300
Инсталлятор,45000,,RUR,Чита,2022-12-22T07:08:07+0300
Токарь,60000,,RUR,Новокузнецк,2022-12-22T08:03:01+0300
Программист C# (middle/senior),,,,Челябинск,2022-12-22T08:00:50+0300
Frontend-разработчик Vue (middle),70000,112000,RUR,Барнаул,2022-12-22T07:19:56+0300
Токарь,35000,55000,RUR,Челябинск,2022-12-22T07:11:18+0300
Механик-дизелист,40000,,RUR,Омск,2022-12-22T07:40:46+0300
Токарь,,,,Новочебоксарск,2022-12-22T08:53:13+0300
Электромеханик по средствам автоматики и приборам технологического оборудования,,,,Красногорск,2022-12-22T08:57:17+0300
Главный механик по ремонту бурового оборудования (п. Предтеченск),60000,80000,RUR,Томск,2022-12-22T06:37:55+0300
Оператор станков с ЧПУ,70000,,RUR,Санкт-Петербург,2022-12-22T08:21:59+0300
Middle +/Senior IOS разработчик,,,,Новосибирск,2022-12-22T06:10:21+0300
Фрезеровщик,80000,,RUR,Челябинск,2022-12-22T06:10:20+0300
Руководитель группы биоаналитики,,,,Москва,2022-12-22T07:01:00+0300
Backend-разработчик Kotlin/Java (middle),70000,148000,RUR,Барнаул,2022-12-22T07:19:55+0300
Инженер-механик,,40000,RUR,Волжский (Волгоградская область),2022-12-22T08:26:09+0300
Токарь,30000,,RUR,Анжеро-Судженск,2022-12-22T07:59:22+0300
Senior iOS Developer,,,,Баку,2022-12-22T08:49:33+0300
Фрезеровщик,30000,,RUR,Анжеро-Судженск,2022-12-22T07:53:39+0300
Middle +/Senior Java разработчик,,,,Новосибирск,2022-12-22T06:10:21+0300
Специалист по IT,30000,150000,RUR,Улан-Удэ,2022-12-22T07:05:43+0300
Токарь,60000,,RUR,Прокопьевск,2022-12-22T08:03:01+0300
Оператор станка с ЧПУ,50000,,RUR,Прокопьевск,2022-12-22T08:03:01+0300
Java middle разработчик,,,,Челябинск,2022-12-22T07:39:28+0300
Токарь,45000,,RUR,Нефтеюганск,2022-12-22T07:50:16+0300
Сборщица/сборщик РЭА и приборов,45000,50000,RUR,Санкт-Петербург,2022-12-22T08:37:33+0300
Go middle разработчик,,,,Челябинск,2022-12-22T07:39:24+0300
Фрезеровщик,40000,,RUR,Челябинск,2022-12-22T06:47:27+0300
Токарь-универсал,50000,60000,RUR,Санкт-Петербург,2022-12-22T08:37:21+0300
Эксперт SAP RCM,,,,Москва,2022-12-22T07:13:34+0300
Руководитель проектов ДЭС,,,,Уфа,2022-12-22T08:48:35+0300
Механик по ремонту оборудования комплекса по производству компонентов ВВ «Березовский»,83500,,RUR,Киселевск,2022-12-22T06:54:08+0300
Senior Android Developer,350000,450000,RUR,Москва,2022-12-22T07:41:05+0300
Механик по выпуску автотранспорта,,147000,RUR,Ульяновск,2022-12-22T08:06:27+0300
Ведущий инженер-механик,36756,,RUR,Нижний Новгород,2022-12-22T08:49:26+0300
Наладчик станков с ЧПУ,50000,,RUR,Челябинск,2022-12-22T06:48:12+0300
Оператор станка с ЧПУ,50000,,RUR,Новокузнецк,2022-12-22T08:03:01+0300
Начальник транспортного участка,45000,45000,RUR,Тюмень,2022-12-22T06:11:49+0300
Токарь (на станке 16к20),50000,,RUR,Санкт-Петербург,2022-12-22T08:37:15+0300
Фрезеровщик-универсал,,,,Нижний Новгород,2022-12-22T08:12:39+0300
Токарь-расточник,,,,Нижний Новгород,2022-12-22T08:31:06+0300
|Специалист контактного центра, удалённо|,18000,25000,RUR,Барнаул,2022-12-22T06:38:55+0300
Консультант по внедрению и сопровождению 1С (ЗУП),,,,Волгоград,2022-12-22T08:09:17+0300
Программист 1С,,,,Красноярск,2022-12-22T06:34:40+0300
Инженер-электрик (сервисный центр),,,,Екатеринбург,2022-12-22T07:20:04+0300
Ruby on Rails developer (middle / senior) - удаленно,170000,300000,RUR,Москва,2022-12-22T08:47:30+0300
Наладчик станков и манипуляторов с программным управлением,55000,,RUR,Челябинск,2022-12-22T08:08:16+0300
Middle PHP Developer / Веб-программист,60000,,RUR,Челябинск,2022-12-22T07:39:31+0300
|Инженер по диагностике технического состояния автомобилей, ДСМ и механизмов|,,147000,RUR,Ульяновск,2022-12-22T08:05:44+0300
Программист 1С,100000,,RUR,Челябинск,2022-12-22T07:45:23+0300
Middle +/Senior Android разработчик,,,,Новосибирск,2022-12-22T06:10:22+0300
Программист 1 С,,,,Новосибирск,2022-12-22T08:55:03+0300
Администратор/программист бизнес-приложений на платформах Intergraph/Oracle,,,,Ташкент,2022-12-22T08:38:55+0300
Фрезеровщик,70000,,RUR,Санкт-Петербург,2022-12-22T08:21:37+0300
Наладчик оборудования в производстве изделий из пластмасс,1500,,BYR,Минск,2022-12-22T08:37:36+0300
Токарь,28000,40300,RUR,Казань,2022-12-22T07:32:12+0300
Наладчик технологического оборудования,,,,Новочебоксарск,2022-12-22T08:52:06+0300
Инженер по разработке электросхем,60000,,RUR,Новокузнецк,2022-12-22T08:03:02+0300
Инженер по ремонту и сервису складской техники,,,,Москва,2022-12-22T08:10:25+0300
Специалист службы поддержки с техническими знаниями в Яндекс Поиск,15000,39000,RUR,Москва,2022-12-22T08:53:43+0300
Программист 1C,,,,Екатеринбург,2022-12-22T07:00:26+0300
Проектировщик ИБ АСУ ТП,,,,Самара,2022-12-22T08:54:55+0300
Станочник широкого профиля 5 разряда,60000,,RUR,Санкт-Петербург,2022-12-22T08:35:29+0300
Токарь 5 разряда,,,,Тюмень,2022-12-22T06:09:35+0300
Специалист службы поддержки с техническими знаниями в Яндекс Поиск,15000,39000,RUR,Красноярск,2022-12-22T08:53:54+0300
Инженер по КИПиА,50000,,RUR,Грайворон,2022-12-22T08:48:00+0300
Инженер по автоматизации (Java),,,,Новосибирск,2022-12-22T06:10:22+0300
Разработчик PL/SQL (middle),70000,148000,RUR,Барнаул,2022-12-22T07:19:55+0300
Программист 1С / Аналитик 1С,90000,120000,RUR,Томск,2022-12-22T06:10:13+0300
Электромеханик,,,,Ярославль,2022-12-22T08:21:48+0300
Автослесарь / сервисный инженер / на тракторную технику,40000,,RUR,Ярославль,2022-12-22T07:10:08+0300
Бизнес-аналитик Ecom,,,,Москва,2022-12-22T07:40:45+0300
Токарь (с функцией фрезеровки),55000,60000,RUR,Новосибирск,2022-12-22T06:13:27+0300
Senior Android Developer,,,,Баку,2022-12-22T08:48:10+0300
Бизнес аналитик 1С БУ / Методолог по бухгалтерскому учету,,,,Москва,2022-12-22T07:40:52+0300
Специалист службы поддержки с техническими знаниями в Яндекс Поиск,15000,39000,RUR,Иркутск,2022-12-22T08:53:52+0300
Инженер по эксплуатации внутризоновой сети,,,,Самара,2022-12-22T08:09:25+0300
Руководитель проектной группы,,,,Екатеринбург,2022-12-22T08:56:51+0300
Оператор металлообрабатывающих станков,,34500,RUR,Самара,2022-12-22T08:02:49+0300
Специалист службы поддержки с техническими знаниями в Яндекс Поиск,15000,39000,RUR,Пермь,2022-12-22T08:53:38+0300
Программист 1С,,,,Уфа,2022-12-22T08:30:37+0300
Специалист службы поддержки с техническими знаниями в Яндекс Поиск,15000,39000,RUR,Уфа,2022-12-22T08:53:36+0300
Ведущий инженер-программист АСУ ТП,90000,,RUR,Уфа,2022-12-22T08:48:13+0300
